id,output
1867,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE largesize ) (STYLE salmon ) (TOPPING oregao ) ) )
1868,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) ) (PIZZAORDER ) (PIZZAORDER (TOPPING bbq ) (TOPPING sauce ) (TOPPING alfredo chicken ) ) )
1869,(ORDER (PIZZAORDER (NUMBER 12 ) (SIZE medium ) (TOPPING pineapple ) (TOPPING bacon ) (TOPPING both ) ) )
1870,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING beef ) (TOPPING red onions ) ) )
1871,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (STYLE the veggies except ) (TOPPING al ) (TOPPING bbq chicken ) (TOPPING banana pepper ) ) )
1872,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (NUMBER a ) ) )
1873,(ORDER (PIZZAORDER (NUMBER 4 ) (SIZE medium size ) (TOPPING pineapple ) ) (PIZZAORDER (TOPPING cheese ) ) )
1874,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE medium sized ) (STYLE are ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING vegan pepperoni ) ) (TOPPING cheese ) (TOPPING onions ) ) )
1875,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medim sized ) (TOPPING toato ) (TOPPING pepperoni ) ) )
1876,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING carrots ) ) (TOPPING pesto ) ) )
1877,(ORDER (DRINKORDER (NUMBER 2 ) (SIZE medium sized ) ) (DRINKORDER (DRINKTYPE pepsis ) ) )
1878,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING toppings ) ) (PIZZAORDER ) )
1879,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE high rise ) (STYLE ize ) (TOPPING vegan pepperoni ) ) )
1880,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING hams ) ) (TOPPING olive definitely ) (NOT (TOPPING much ) ) ) )
1881,(ORDER (PIZZAORDER (SIZE 1 lunch ) (TOPPING corn ) (TOPPING feta ) (TOPPING cheese ) (TOPPING sausage ) ) )
1882,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE meat lovers ) (TOPPING green olives ) (TOPPING top ) ) )
1883,(ORDER (PIZZAORDER (SIZE extra large ) (STYLE chcago ) (TOPPING red ) (TOPPING peppers ) (TOPPING garlic ) ) )
1884,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (STYLE thin crust ) (TOPPING red onions ) ) )
1885,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING sauce ) (TOPPING gruyerecheese ) (TOPPING mexican ) ) )
1886,(ORDER (PIZZAORDER (STYLE lnch ) (TOPPING duck ) (TOPPING pineapple ) ) )
1887,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING roasted ) (TOPPING red onion ) ) )
1888,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING duck ) ) )
1889,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER eight ) (STYLE xl ) (TOPPING leeks ) (TOPPING peppers ) ) )
1890,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pickld ) (TOPPING onions rizzle ) ) )
1891,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE size ) (STYLE vegan ) (COMPLEX_TOPPING (QUANTITY a iny bit of ) (TOPPING pepperoni ) ) ) (DRINKORDER (SIZE medium ) ) )
1892,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE all the veggies mushy ) (TOPPING peas ) ) (DRINKORDER (SIZE dews ) (DRINKTYPE mountain ) ) )
1893,(ORDER (DRINKORDER (NUMBER a ) ) )
1894,(ORDER (PIZZAORDER ) (DRINKORDER (VOLUME 8 ) ) (DRINKORDER (DRINKTYPE ice ) ) )
1895,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING light ) (TOPPING hams ) (TOPPING bbq chicken ) ) )
1896,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (SIZE eppers ) (DRINKTYPE dr ) ) )
1897,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING green ) ) (TOPPING peppers sausage ) ) )
1898,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1899,(ORDER (PIZZAORDER (NUMBER 1 ) (TOPPING tomato ) (TOPPING seeds ) ) )
1900,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE lunch ) (TOPPING lemon ) (TOPPING zest ) ) )
1901,(ORDER (PIZZAORDER (SIZE medium size ) (TOPPING hummus ) ) )
1902,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (STYLE pan ) (TOPPING onion ) ) )
1903,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE mediu ) (STYLE sized ) (TOPPING feta ) (TOPPING kimchi ) ) )
1904,(ORDER (PIZZAORDER (NUMBER 6 ) (SIZE lunch ) (TOPPING roasted ) (TOPPING red peppers ) (TOPPING olives ) ) )
1905,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE large ) (TOPPING ham ) (TOPPING drizzle ) (TOPPING cheese ) ) )
1906,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl fontina cheese ) (TOPPING black olives ) ) )
1907,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large size ) (STYLE chicago style ) (TOPPING roasted red peppers ) (TOPPING cumin ) ) )
1908,(ORDER (PIZZAORDER (SIZE large ) (TOPPING feta ) ) (DRINKORDER (NUMBER 8 ) ) (DRINKORDER (DRINKTYPE waters ) ) )
1909,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY size ) (TOPPING pepper olives sausage ) ) ) )
1910,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING sun ) (TOPPING dried ) (TOPPING tomatoes ) (TOPPING chicken ) ) )
1911,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE vegetarian ) (TOPPING beef ) (TOPPING peas ) ) )
1912,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING cheeseburger ) (TOPPING olives ) ) )
1913,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING onons ) ) )
1914,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) ) )
1915,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER go ) ) (PIZZAORDER (TOPPING heavy ) (TOPPING bacon ) ) )
1916,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium size ) (TOPPING green olies ) ) (PIZZAORDER (TOPPING pineapple ) ) )
1917,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING alfredo chicken ) (TOPPING gound ) ) )
1918,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING salmon ) ) )
1919,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lage ) (STYLE bbq ) (TOPPING kmchi ) ) )
1920,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medim size ) (TOPPING glaze ) (TOPPING mushrooms ) (TOPPING ham ) ) )
1921,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE large size ) (TOPPING chard ) (TOPPING salami ) ) )
1922,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE the veggies ) (TOPPING pickles ) (TOPPING card ) ) )
1923,(ORDER (PIZZAORDER (NUMBER four ) (SIZE extra large ) (TOPPING roasted ) (TOPPING garlic ) ) )
1924,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ricotta cheese ) (TOPPING yellow peppers ) ) )
1925,(ORDER (PIZZAORDER (NUMBER a ) (STYLE stuffed crust ) (TOPPING cheese ) (TOPPING peppers ) ) )
1926,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING parmesan ) (TOPPING ham ) ) )
1927,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE sauce ) (STYLE poppy seeds ) (TOPPING tomato ) (TOPPING prosciutto ) ) )
1928,(ORDER (PIZZAORDER (SIZE 1 ) (TOPPING meatball ppper ) ) )
1929,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl mushroos ) (TOPPING ham ) ) (DRINKORDER (SIZE large ) ) (DRINKORDER (DRINKTYPE pepsi ) ) (DRINKORDER (CONTAINERTYPE bottle ) ) )
1930,(ORDER (PIZZAORDER (SIZE extra large ) (STYLE mint ) (STYLE lover vegan ) ) )
1931,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING tuna ) (TOPPING buffalo sauce ) ) )
1932,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING heavy ) (TOPPING pepperoi ) (TOPPING mushrooms ) ) )
1933,(ORDER (PIZZAORDER (NUMBER oregao ) (SIZE lunch ) (TOPPING hummus ) ) )
1934,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER additional ) (SIZE large ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING olive ) ) ) )
1935,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER three ) (TOPPING largesize ) (TOPPING meatball ) (TOPPING hams ) ) )
1936,(ORDER (PIZZAORDER (NUMBER mushrooms ) (SIZE medium sized ) ) )
1937,(ORDER (PIZZAORDER (NUMBER a ) (STYLE black ) (TOPPING lage ) (TOPPING olives ) (TOPPING tuna ) ) )
1938,(ORDER (PIZZAORDER (NUMBER seven ) (SIZE lunch ) (TOPPING peppers ) (TOPPING bacon ) (TOPPING olives ) ) )
1939,(ORDER (PIZZAORDER (SIZE extra ) (TOPPING up ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING apple ) ) ) (PIZZAORDER ) (PIZZAORDER ) )
1940,(ORDER (DRINKORDER (NUMBER 8 ) ) (DRINKORDER (VOLUME gingerale ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1941,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE lamb veggies lover ) ) )
1942,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING tuna ) ) (PIZZAORDER ) )
1943,(ORDER (PIZZAORDER (SIZE large ) (TOPPING hamburger ) (TOPPING pesto ) ) )
1944,(ORDER (PIZZAORDER (NUMBER fourteen ) (TOPPING red onions juie ) ) )
1945,(ORDER (DRINKORDER (NUMBER 5 ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE sprite ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE sweetened ) ) )
1946,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE med ) (STYLE mint ) (TOPPING hummus ) ) )
1947,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (STYLE glaze ) (TOPPING balsamic ) (TOPPING beer ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE mountain ) ) (DRINKORDER (DRINKTYPE dew ) ) )
1948,(ORDER (PIZZAORDER (STYLE lrge ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING bbq sauce ) ) (TOPPING that ) (TOPPING tuna ) ) )
1949,(ORDER (PIZZAORDER (NUMBER 15 ) (SIZE large size ) (STYLE up ) (TOPPING spicy red sauce ) (TOPPING the cheese pepperoni ) ) )
1950,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING balsamic glaze ) (TOPPING prawns ) ) )
1951,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (CONTAINERTYPE of ) ) )
1952,(ORDER (PIZZAORDER (NUMBER twelve ) (STYLE xl ) (TOPPING peppers ) (TOPPING green bell peppers ) ) )
1953,(ORDER (PIZZAORDER (NUMBER 9 ) (TOPPING onions ) (TOPPING onion ) ) )
1954,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER 2 ) (SIZE medium ) (TOPPING tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING jalepeno peppers ) ) ) )
1955,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium size ) (STYLE veggies lover ) (TOPPING peppers ) (TOPPING ham ) ) )
1956,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium ) (TOPPING pineapple ) (TOPPING chicken ) ) )
1957,(ORDER (PIZZAORDER (NUMBER a ) (STYLE mdium ) (TOPPING sausage ) (TOPPING onions ) ) )
1958,(ORDER (PIZZAORDER (NUMBER 9 ) ) (PIZZAORDER (NUMBER kimchi ) (SIZE extra large ) (TOPPING red onion ) ) )
1959,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (STYLE tofu ) (TOPPING mushroom ) ) )
1960,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE poppy seeds ) (TOPPING hams ) ) )
1961,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING shrimp ) ) )
1962,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE high rise ) ) (PIZZAORDER ) )
1963,(ORDER (PIZZAORDER (NUMBER just ) ) (PIZZAORDER (SIZE extra large ) (TOPPING green pepper ) (TOPPING green olives ) ) (PIZZAORDER ) )
1964,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING anchovies ) ) )
1965,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE mushroom only ) ) (PIZZAORDER (TOPPING onions ) ) (PIZZAORDER ) (PIZZAORDER ) )
1966,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE vegearian ham ) ) )
1967,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING one ) (TOPPING green ) (TOPPING peppers ) (TOPPING prawns ) ) )
1968,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING cheeseburger ) (TOPPING pepper ) (TOPPING onions ) ) )
1969,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING apple ) ) (TOPPING parmesan ) (TOPPING ham ) ) )
1970,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER two ) (TOPPING bacon ) (TOPPING mushroom ) ) )
1971,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER thirteen ) (STYLE the high rise ) ) )
1972,(ORDER (DRINKORDER (SIZE small ) ) (DRINKORDER (NUMBER two ) ) (DRINKORDER (NUMBER one ) ) (DRINKORDER (DRINKTYPE coke ) ) )
1973,(ORDER (PIZZAORDER (NUMBER twelve ) (SIZE large ) (TOPPING sie ) (TOPPING chicken ) (TOPPING salami ) ) )
1974,(ORDER (PIZZAORDER (NUMBER do ) (TOPPING bacon red onions ) ) )
1975,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING ham ) (TOPPING black olive ) ) )
1976,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE lunch ) (TOPPING bacon ) (TOPPING mushroom ) ) )
1977,(ORDER (PIZZAORDER (SIZE extra ) (STYLE blue cheese ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING large ) ) (TOPPING jaapenos ) ) )
1978,(ORDER (PIZZAORDER (SIZE a ) (STYLE large ) (TOPPING gorgonzola ) (TOPPING mushroom ) (NOT (TOPPING cheese ) ) ) )
1979,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE sze ) (TOPPING ham ) (TOPPING onions ) (TOPPING apple ) ) )
1980,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (STYLE fontina cheese ) (TOPPING hummus ) (TOPPING jalapenos ) ) )
1981,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING pineapples ) (TOPPING black olive ) ) )
1982,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY one ) (TOPPING broccoli ) ) (TOPPING black olive ) ) )
1983,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER choice ) (SIZE large ) (TOPPING a ) (COMPLEX_TOPPING (QUANTITY etra ) (TOPPING the mood ) ) (TOPPING green ) (TOPPING olives ) (TOPPING ahead ) (TOPPING pineapple ) ) )
1984,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING black olives ) (TOPPING garlic ) ) )
1985,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING apple ) (TOPPING banana pepper ) ) (PIZZAORDER (SIZE chai tea ) ) (PIZZAORDER ) )
1986,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING meatball ) ) (TOPPING jalepenos ) (TOPPING ham ) ) )
1987,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING pineapples ) (TOPPING sausage ) ) )
1988,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE personal ) (STYLE few hours ) (TOPPING in ) ) (PIZZAORDER (STYLE the mood ) (TOPPING tomatoes ) (TOPPING lamb ) (TOPPING mushrooms ) (TOPPING the ) ) (PIZZAORDER ) )
1989,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE personal ) (TOPPING onions ) (TOPPING peas ) (TOPPING pepperoni ) ) )
1990,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE tofu argula ) (TOPPING mushroom ) ) )
1991,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lage ) (STYLE sun dried tomatoes ) ) (PIZZAORDER (TOPPING feta ) ) )
1992,(ORDER (PIZZAORDER (NUMBER a ) (STYLE big meat tofu ) ) )
1993,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY one ) (TOPPING tomato sauce ) ) (TOPPING shrimp ) ) )
1994,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE medium sized ) (TOPPING cucumber ) (TOPPING pepper ) ) )
1995,(ORDER (PIZZAORDER (NUMBER 1 ) (TOPPING capers ) (TOPPING olives ) ) )
1996,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (STYLE xl ) (TOPPING beef ) (TOPPING pineapple ) ) )
1997,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING ground ) ) (TOPPING beef ) ) )
1998,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large in ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING spinach ) ) (TOPPING green pepper vean ) ) )
1999,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE vegies lover ) (TOPPING canadian bacon ) ) (PIZZAORDER ) )
2000,(ORDER (PIZZAORDER ) (DRINKORDER (NUMBER two ) ) (DRINKORDER (DRINKTYPE cherry ) ) )
2001,(ORDER (PIZZAORDER ) (PIZZAORDER ) )
2002,(ORDER (PIZZAORDER (STYLE xl truffle oil ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING pineapple ) ) ) )
2003,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING peas ) (TOPPING cucumber ) ) )
2004,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING oregano ) (TOPPING pickles ) ) )
2005,(ORDER (PIZZAORDER (SIZE small ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING peas ) ) (TOPPING onions ) (TOPPING bacon ) ) (DRINKORDER (DRINKTYPE iced ) ) )
2006,(ORDER (PIZZAORDER (NUMBER a ) (SIZE med size ) (COMPLEX_TOPPING (QUANTITY has ) (TOPPING garlic powder ) ) (TOPPING pineapple ) ) )
2007,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbq chicken ) (TOPPING tuna ) ) )
2008,(ORDER (PIZZAORDER (NUMBER 11 ) (SIZE extra ) (STYLE lage ) (TOPPING feta ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME 11 ) ) (DRINKORDER (VOLUME liter ) ) )
2009,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (SIZE large ) (TOPPING ligt ) (TOPPING mint ) (TOPPING pesto ) ) )
2010,(ORDER (PIZZAORDER (NUMBER onions ) (SIZE medium ) (STYLE vegan ) (TOPPING green olives ) ) )
2011,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING peppers ) (TOPPING beef ) ) )
2012,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE all the meats ) (TOPPING roasted red ) (TOPPING potatoes ) ) )
2013,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING black beans ) ) ) )
2014,(ORDER (DRINKORDER ) (DRINKORDER (NUMBER 7 limeade ) ) (DRINKORDER (VOLUME six ) ) (DRINKORDER (VOLUME medium ) ) )
2015,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bbq ) (TOPPING sauce ) ) )
2016,(ORDER (PIZZAORDER (NUMBER four ) (TOPPING onions ) ) )
2017,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE etra large ) (TOPPING roasted red peppers ) (TOPPING salmon ) ) )
2018,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (TOPPING light cheese ) ) )
2019,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY deep ) (TOPPING dish ) ) ) )
2020,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER additional ) (TOPPING pineapples ) (TOPPING pesto ) ) )
2021,(ORDER (PIZZAORDER (SIZE lunch ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING onions ) ) (TOPPING chicken ) (TOPPING cheese ) ) )
2022,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2023,(ORDER (PIZZAORDER (SIZE fifteen large size ) (TOPPING olives ) ) )
2024,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER large ) (COMPLEX_TOPPING (QUANTITY a bnch of ) (TOPPING hams sausage mushroom ) ) ) )
2025,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (STYLE suce ) (TOPPING chard ) (COMPLEX_TOPPING (QUANTITY six ) (TOPPING bacon ) ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE sprite ) ) )
2026,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER ham ) ) (DRINKORDER (VOLUME a ) ) (DRINKORDER (CONTAINERTYPE bunch ) ) )
2027,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING apple ) (TOPPING sausage ) (TOPPING light on cheese ) ) )
2028,(ORDER (PIZZAORDER ) )
2029,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (DRINKTYPE cherry ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
2030,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING roasted red peppers ) (TOPPING olives ) ) (DRINKORDER ) )
2031,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING lettuce ) (TOPPING sausage ) ) )
2032,(ORDER (PIZZAORDER (NUMBER a ) (STYLE supreme ) (TOPPING apple ) (TOPPING grilled chicken ) ) )
2033,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lage size ) (TOPPING banana peppers ) (TOPPING olives ) ) )
2034,(ORDER (PIZZAORDER (NUMBER four ) (SIZE extra large ) (TOPPING cherry tomatoes balsamic ) ) )
2035,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING spinach ) (TOPPING tomato ) ) )
2036,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE medium ) (TOPPING spinach ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) (DRINKORDER (NUMBER two ) ) (DRINKORDER (CONTAINERTYPE botles ) ) (DRINKORDER (DRINKTYPE pepsis ) ) )
2037,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bbq sauce ) ) (PIZZAORDER (TOPPING ham ) ) )
2038,(ORDER (PIZZAORDER (NUMBER a ) (STYLE fontina heese ) (STYLE veggies lover ) (TOPPING pineapple would do ) ) )
2039,(ORDER (DRINKORDER ) (DRINKORDER (NUMBER a ) ) )
2040,(ORDER (PIZZAORDER (NUMBER 1 ) (TOPPING yellowpeppers ) (TOPPING pineapple ) ) )
2041,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING sauce ) ) (TOPPING buffalo sauce ) ) (DRINKORDER (VOLUME extra ) ) )
2042,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE in ) (TOPPING peso ) (TOPPING tuna ) ) )
2043,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE med ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING olive ) ) (TOPPING pineapple ) ) )
2044,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE deep dish ) (TOPPING cherry tomatoes ) ) )
2045,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE not ) (TOPPING parmasean ) (TOPPING roasted garlic in ) ) )
2046,(ORDER (PIZZAORDER (SIZE large size ) ) )
2047,(ORDER (PIZZAORDER (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING black ) ) (TOPPING onions ) (TOPPING anchovies ) ) (DRINKORDER (NUMBER three ) (SIZE medium ) ) (DRINKORDER (DRINKTYPE seven ) ) (DRINKORDER (DRINKTYPE up ) ) )
2048,(ORDER (PIZZAORDER (NUMBER ham ) (SIZE large ) (STYLE xl ) (NOT (TOPPING sauce ) ) ) )
2049,(ORDER (PIZZAORDER (SIZE medium sized ) (TOPPING light ) (TOPPING banana ) (TOPPING cheee ) ) )
2050,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING persoal ) ) (TOPPING feta ) (TOPPING red onions ) (COMPLEX_TOPPING (QUANTITY use doule ) (TOPPING cheese ) ) ) )
2051,(ORDER (PIZZAORDER (STYLE largesize ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING salami green peppers ) ) (TOPPING feta cheese ) ) )
2052,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING roasted ) (TOPPING eggplant ) ) )
2053,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING bbq pineapples ) ) (TOPPING pineapples ) ) )
2054,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE extra large ) (TOPPING jalepeno peppers zucchini ) ) )
2055,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) ) )
2056,(ORDER (PIZZAORDER (NUMBER three ) (SIZE extra large size ) ) )
2057,(ORDER (PIZZAORDER (NUMBER a ) (SIZE sauce ) (STYLE ne york style ) (TOPPING tomato ) (NOT (TOPPING cheddar ) ) ) )
2058,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING pepperoni ) ) )
2059,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (STYLE new york style ) ) (PIZZAORDER (STYLE lovers ) ) )
